Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_39785512	כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן	כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן.	כי רנטות מחושבות כהכנסה לשם גביית בעבור תשלום שכר דירה בדיור מוגן	כי רנטות מחושבות כהכנסה לשם גביית בעבור תשלום שכר דירה בדיור מוגן	כי->כי | רנטות->רנטות | מחושבות->מחושבות | כהכנסה->כהכנסה | לשם->לשם | גביית->גביית | בעבור->בעבור | תשלום->תשלום | שכר->שכר | דירה->דירה | בדיור->בדיור | מוגן->מוגן	0.0000
common_voice_he_39785513	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה.	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה	כאשר->כאשר | בכפרים->בכפרים | הערביים->הערביים | לא->לא | מאשרים->מאשרים | תוכניות->תוכניות | בנייה->בנייה	0.0000
common_voice_he_39785514	להשקיע בכביש חוצה-שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר.	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע->להשקיע | בכביש->בכביש | חוצה->חוצה | שומרון->שומרון | זה->זה | בסדר->בסדר	0.0000
common_voice_he_39785515	תסע באוטובוס עד רחוב טשנרחובסקי ושם תחליף לקורקינט	תיסע באוטובוס עד רחוב צ'רניחובסקי ושם תחליף לקורקינט.	תסע באוטובוס עד רחוב טשנרחובסקי ושם תחליף לקורקינט	תיסע באוטובוס עד רחוב צ רניחובסקי ושם תחליף לקורקינט	תסע->תיסע | באוטובוס->באוטובוס | עד->עד | רחוב->רחוב | <eps>->צ | טשנרחובסקי->רניחובסקי | ושם->ושם | תחליף->תחליף | לקורקינט->לקורקינט	0.3750
common_voice_he_39831293	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה יודע למה אני כל יום גאה לחזור הביתה.	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה->אתה | יודע->יודע | למה->למה | אני->אני | כל->כל | יום->יום | גאה->גאה | לחזור->לחזור | הביתה->הביתה	0.0000
common_voice_he_39831294	וכוחות הביטחון מרשים למשפחות לצאת מהערים	וכוחות הביטחון מרשים למשפחות לצאת מהארים.	וכוחות הביטחון מרשים למשפחות לצאת מהערים	וכוחות הביטחון מרשים למשפחות לצאת מהארים	וכוחות->וכוחות | הביטחון->הביטחון | מרשים->מרשים | למשפחות->למשפחות | לצאת->לצאת | מהערים->מהארים	0.1667
common_voice_he_39831297	איך תחיה משפחה בת עשרה ילדים	איך תחיה משפחה בת עשרה ילדים?	איך תחיה משפחה בת 10 ילדים	איך תחיה משפחה בת 10 ילדים	איך->איך | תחיה->תחיה | משפחה->משפחה | בת->בת | 10->10 | ילדים->ילדים	0.0000
common_voice_he_39831299	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה.	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה->זה | לא->לא | נושא->נושא | שכדאי->שכדאי | או->או | אפשר->אפשר | לפתור->לפתור | באמצעות->באמצעות | המליאה->המליאה	0.0000
common_voice_he_39831308	מה קורה כאשר נותנים מעבר למה שמגיע	מה קורה כאשר נותנים מעבר למה שמגיע?	מה קורה כאשר נותנים מעבר למה שמגיע	מה קורה כאשר נותנים מעבר למה שמגיע	מה->מה | קורה->קורה | כאשר->כאשר | נותנים->נותנים | מעבר->מעבר | למה->למה | שמגיע->שמגיע	0.0000
common_voice_he_39831309	היא גם מטומטמת והיא גם בלתי מוסרית	היא גם מטומטמת והיא גם בלתי מוסרית.	היא גם מטומטמת והיא גם בלתי מוסרית	היא גם מטומטמת והיא גם בלתי מוסרית	היא->היא | גם->גם | מטומטמת->מטומטמת | והיא->והיא | גם->גם | בלתי->בלתי | מוסרית->מוסרית	0.0000
common_voice_he_39831310	אבל היא מופנית גם לבני אדם מחוץ לכלא	אבל היא מופנית גם לבני אדם מחוץ לכלא.	אבל היא מופנית גם לבני אדם מחוץ לכלא	אבל היא מופנית גם לבני אדם מחוץ לכלא	אבל->אבל | היא->היא | מופנית->מופנית | גם->גם | לבני->לבני | אדם->אדם | מחוץ->מחוץ | לכלא->לכלא	0.0000
common_voice_he_39831311	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי.	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ->הקיצוץ | בקצבת->בקצבת | הילד->הילד | הראשון->הראשון | והשני->והשני | לא->לא | רלוונטי->רלוונטי	0.0000
common_voice_he_39831312	שאולי מישהו כתב או חתם באיזה ספר	שאולי מישהו כתב או חתם באיזה ספר.	שאולי מישהו כתב או חתם באיזה ספר	שאולי מישהו כתב או חתם באיזה ספר	שאולי->שאולי | מישהו->מישהו | כתב->כתב | או->או | חתם->חתם | באיזה->באיזה | ספר->ספר	0.0000
common_voice_he_39831318	גם יחיא מוסטפה אג'באריה ומוחמד תאופיק ג'בארין	גם יחיא מוסטפא אגבאריה ומוחמד תאופיק ג'בארין.	גם יחיא מוסטפה אג באריה ומוחמד תאופיק ג בארין	גם יחיא מוסטפא אגבאריה ומוחמד תאופיק ג בארין	גם->גם | יחיא->יחיא | מוסטפה-><eps> | אג->מוסטפא | באריה->אגבאריה | ומוחמד->ומוחמד | תאופיק->תאופיק | ג->ג | בארין->בארין	0.3333
common_voice_he_39831319	לא קרתה באירופה ולא קרתה בשום מקום	לא קרתה באירופה ולא קרתה בשום מקום.	לא קרתה באירופה ולא קרתה בשום מקום	לא קרתה באירופה ולא קרתה בשום מקום	לא->לא | קרתה->קרתה | באירופה->באירופה | ולא->ולא | קרתה->קרתה | בשום->בשום | מקום->מקום	0.0000
common_voice_he_39831320	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין.	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות->ובעקבות | זאת->זאת | נחקר->נחקר | הפרמדיק->הפרמדיק | תחת->תחת | אזהרה->אזהרה | והכחיש->והכחיש | מעורבותו->מעורבותו | בעניין->בעניין	0.0000
common_voice_he_39831321	ואלה הושקעו בשיפוץ התשתיות באתר הציון	ואלה הושקעו בשיפוץ התשתיות באתר הציון.	ואלה הושקעו בשיפוץ התשתיות באתר הציון	ואלה הושקעו בשיפוץ התשתיות באתר הציון	ואלה->ואלה | הושקעו->הושקעו | בשיפוץ->בשיפוץ | התשתיות->התשתיות | באתר->באתר | הציון->הציון	0.0000
common_voice_he_39831322	מי ייתן לך אישה, פרחח שכמותך?!	מי ייתן לך אישה, פרחח שכמותך?	מי ייתן לך אישה פרחח שכמותך	מי ייתן לך אישה פרחח שכמותך	מי->מי | ייתן->ייתן | לך->לך | אישה->אישה | פרחח->פרחח | שכמותך->שכמותך	0.0000
common_voice_he_39831338	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל.	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו->שאנחנו | יכולים->יכולים | להכניס->להכניס | כל->כל | מיני->מיני | דברים->דברים | שמעבר->שמעבר | לסל->לסל	0.0000
common_voice_he_39831339	הם שטחי שיפוט שנקבעו לפני שנים רבות	הם שטחי שיפוט שנקבעו לפני שנים רבות.	הם שטחי שיפוט שנקבעו לפני 2 רבות	הם שטחי שיפוט שנקבעו לפני 2 רבות	הם->הם | שטחי->שטחי | שיפוט->שיפוט | שנקבעו->שנקבעו | לפני->לפני | 2->2 | רבות->רבות	0.0000
common_voice_he_39831340	"""""""ובהם משרדי התחבורה, האוצר, התמ""""ת, החינוך"""""""	ובהם משרדי התחבורה, האוצר, התמ״ת, החינוך.	ובהם משרדי התחבורה האוצר התמ ת החינוך	ובהם משרדי התחבורה האוצר התמת החינוך	ובהם->ובהם | משרדי->משרדי | התחבורה->התחבורה | האוצר->האוצר | התמ-><eps> | ת->התמת | החינוך->החינוך	0.2857
common_voice_he_39831341	מזהירים אותך: חייבים להבטיח מנגנון צמיחה	מזהירים אותך, חייבים להבטיח מנגנון צמיחה.	מזהירים אותך חייבים להבטיח מנגנון צמיחה	מזהירים אותך חייבים להבטיח מנגנון צמיחה	מזהירים->מזהירים | אותך->אותך | חייבים->חייבים | להבטיח->להבטיח | מנגנון->מנגנון | צמיחה->צמיחה	0.0000
common_voice_he_39831342	זה נוסח התקנה: תושב הרשות הפלסטינית או ממוצא פלסטיני	זה נוסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני.	זה נוסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני	זה נוסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני	זה->זה | נוסח->נוסח | התקנה->התקנה | תושב->תושב | הרשות->הרשות | הפלסטינית->הפלסטינית | או->או | ממוצא->ממוצא | פלסטיני->פלסטיני	0.0000
common_voice_he_39831343	הפליטים בסודן נמצאו בעיקר בעיר הגדולה גדרף	הפליטים בסודאן נמצאו בעיקר בעיר הגדולה אגדרף.	הפליטים בסודן נמצאו בעיקר בעיר הגדולה גדרף	הפליטים בסודאן נמצאו בעיקר בעיר הגדולה אגדרף	הפליטים->הפליטים | בסודן->בסודאן | נמצאו->נמצאו | בעיקר->בעיקר | בעיר->בעיר | הגדולה->הגדולה | גדרף->אגדרף	0.2857
common_voice_he_39831344	לְאַחַר תְּקוּפָה סוֹעֶרֶת, הֲרֵי מַה שֶׁנִּשְׁאַר אֵינוֹ אֶלָּא פָּרָשַׁת זִכְרוֹנוֹת	לאחר תקופה סוערת, הרי מה שנשאר אינו אלא פרשת זיכרונות.	לאחר תקופה סוערת הרי מה שנשאר אינו אלא פרשת זכרונות	לאחר תקופה סוערת הרי מה שנשאר אינו אלא פרשת זיכרונות	לאחר->לאחר | תקופה->תקופה | סוערת->סוערת | הרי->הרי | מה->מה | שנשאר->שנשאר | אינו->אינו | אלא->אלא | פרשת->פרשת | זכרונות->זיכרונות	0.1000
common_voice_he_39831345	אז אי-אפשר לקבל איזו הוראה שמגיעה מעבר לים	אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים.	אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים	אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים	אז->אז | אי->אי | אפשר->אפשר | לקבל->לקבל | איזו->איזו | הוראה->הוראה | שמגיעה->שמגיעה | מעבר->מעבר | לים->לים	0.0000
common_voice_he_39831351	בראש הוועדה עומדת כבוד השופטת מרים נאור	בראש הוועדה עומד את כבוד השופטת מרים נאור.	בראש הוועדה עומדת כבוד השופטת מרים נאור	בראש הוועדה עומד את כבוד השופטת מרים נאור	בראש->בראש | הוועדה->הוועדה | <eps>->עומד | עומדת->את | כבוד->כבוד | השופטת->השופטת | מרים->מרים | נאור->נאור	0.2857
common_voice_he_39831352	אמרתי דווקא בית-חולים נהרייה ולא בית-חולים צפת	אמרתי דווקא בית חולים נהריה ולא בית חולים צפת.	אמרתי דווקא בית חולים נהרייה ולא בית חולים צפת	אמרתי דווקא בית חולים נהריה ולא בית חולים צפת	אמרתי->אמרתי | דווקא->דווקא | בית->בית | חולים->חולים | נהרייה->נהריה | ולא->ולא | בית->בית | חולים->חולים | צפת->צפת	0.1111
common_voice_he_39831353	כמה המצוקה היא אדירה וכמה העוני הוא נורא	כמה המצוקה היא אדירה וכמה העוני הוא נורא.	כמה המצוקה היא אדירה וכמה העוני הוא נורא	כמה המצוקה היא אדירה וכמה העוני הוא נורא	כמה->כמה | המצוקה->המצוקה | היא->היא | אדירה->אדירה | וכמה->וכמה | העוני->העוני | הוא->הוא | נורא->נורא	0.0000
common_voice_he_39831354	כאשר יחלפו שלוש דקות מרגע השמעת הצלצול	כאשר יחלפו שלוש דקות מרגע השמעת הצלצול.	כאשר יחלפו 3 דקות מרגע השמעת הצלצול	כאשר יחלפו 3 דקות מרגע השמעת הצלצול	כאשר->כאשר | יחלפו->יחלפו | 3->3 | דקות->דקות | מרגע->מרגע | השמעת->השמעת | הצלצול->הצלצול	0.0000
common_voice_he_39831355	בהזדמנות זו אני מבקש להודות מכאן	בהזדמנות זו אני מבקש להודות מכאן.	בהזדמנות זו אני מבקש להודות מכאן	בהזדמנות זו אני מבקש להודות מכאן	בהזדמנות->בהזדמנות | זו->זו | אני->אני | מבקש->מבקש | להודות->להודות | מכאן->מכאן	0.0000
common_voice_he_39831361	מכיוון שהציבור עדיין לא ערוך ולא מוכן	מכיוון שהציבור עדיין לא ערוך ולא מוכן.	מכיוון שהציבור עדיין לא ערוך ולא מוכן	מכיוון שהציבור עדיין לא ערוך ולא מוכן	מכיוון->מכיוון | שהציבור->שהציבור | עדיין->עדיין | לא->לא | ערוך->ערוך | ולא->ולא | מוכן->מוכן	0.0000
common_voice_he_39831362	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה.	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה	כמה->כמה | מהלכים->מהלכים | מאוד->מאוד | משמעותיים->משמעותיים | שהם->שהם | לא->לא | בדיוק->בדיוק | הפרטה->הפרטה	0.0000
common_voice_he_39831363	חסרות השכלה שלא מסוגלות למצוא עבודה	חסרות השכלה שלא מסוגלות למצוא עבודה.	חסרות השכלה שלא מסוגלות למצוא עבודה	חסרות השכלה שלא מסוגלות למצוא עבודה	חסרות->חסרות | השכלה->השכלה | שלא->שלא | מסוגלות->מסוגלות | למצוא->למצוא | עבודה->עבודה	0.0000
common_voice_he_39831364	נובמבר אלפיים ושמונה הותקף בתל-אביב מר אבי ניר	נובמבר 2008 הותקף בתל אביב מר אבי ניר.	נובמבר 2008 הותקף בתל אביב מר אבי ניר	נובמבר 2008 הותקף בתל אביב מר אבי ניר	נובמבר->נובמבר | 2008->2008 | הותקף->הותקף | בתל->בתל | אביב->אביב | מר->מר | אבי->אבי | ניר->ניר	0.0000
common_voice_he_39831365	שירותי הבריאות, החינוך והרווחה ממשיכים להידרדר	שירותי הבריאות, החינוך והרווחה ממשיכים להידרדר.	שירותי הבריאות החינוך והרווחה ממשיכים להידרדר	שירותי הבריאות החינוך והרווחה ממשיכים להידרדר	שירותי->שירותי | הבריאות->הבריאות | החינוך->החינוך | והרווחה->והרווחה | ממשיכים->ממשיכים | להידרדר->להידרדר	0.0000
common_voice_he_39831376	כִּ֤י לֶ֣קַח ט֭וֹב נָתַ֣תִּי לָכֶ֑ם תּֽ֝וֹרָתִ֗י אַֽל־תַּעֲזֹֽבוּ׃	כי לקח טוב נתתי לכם, תורתי אל תעזבו.	כי לקח טוב נתתי לכם תורתי אלתעזבו	כי לקח טוב נתתי לכם תורתי אל תעזבו	כי->כי | לקח->לקח | טוב->טוב | נתתי->נתתי | לכם->לכם | תורתי->תורתי | <eps>->אל | אלתעזבו->תעזבו	0.2857
common_voice_he_39831377	אני יוצא נגד הטענה המגוחכת הזאת	אני יוצא נגד הטענה המגוחכת הזאת.	אני יוצא נגד הטענה המגוחכת הזאת	אני יוצא נגד הטענה המגוחכת הזאת	אני->אני | יוצא->יוצא | נגד->נגד | הטענה->הטענה | המגוחכת->המגוחכת | הזאת->הזאת	0.0000
common_voice_he_39831378	לא יהיו תקלות בדרך - אבל בכל הטווח המקובל	לא יהיו תקלות בדרך, אבל בכל הטווח המקובל.	לא יהיו תקלות בדרך אבל בכל הטווח המקובל	לא יהיו תקלות בדרך אבל בכל הטווח המקובל	לא->לא | יהיו->יהיו | תקלות->תקלות | בדרך->בדרך | אבל->אבל | בכל->בכל | הטווח->הטווח | המקובל->המקובל	0.0000
common_voice_he_39831379	אני כשלעצמי רוצה לעבוד, ללמוד, להתקדם בשפה העברית	אני, כשלעצמי, רוצה לעבוד ללמוד להתקדם בשפה העברית.	אני כשלעצמי רוצה לעבוד ללמוד להתקדם בשפה העברית	אני כשלעצמי רוצה לעבוד ללמוד להתקדם בשפה העברית	אני->אני | כשלעצמי->כשלעצמי | רוצה->רוצה | לעבוד->לעבוד | ללמוד->ללמוד | להתקדם->להתקדם | בשפה->בשפה | העברית->העברית	0.0000
common_voice_he_39918055	ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני-הנוער	ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני הנוער.	ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני הנוער	ואנו עדים לגידול ניכר במספר המשתמשים בסמים בקרב בני הנוער	ואנו->ואנו | עדים->עדים | לגידול->לגידול | ניכר->ניכר | במספר->במספר | המשתמשים->המשתמשים | בסמים->בסמים | בקרב->בקרב | בני->בני | הנוער->הנוער	0.0000
common_voice_he_39918056	נכון לרגע זה, והלוואי שגם הלאה	נכון לרגע זה, והלוואי שגם הלאה.	נכון לרגע זה והלוואי שגם הלאה	נכון לרגע זה והלוואי שגם הלאה	נכון->נכון | לרגע->לרגע | זה->זה | והלוואי->והלוואי | שגם->שגם | הלאה->הלאה	0.0000
common_voice_he_39918057	כמה זמן יקח לי להגיע מהבית לנתניה?	כמה זמן ייקח לי להגיע מהבית לנתניה?	כמה זמן יקח לי להגיע מהבית לנתניה	כמה זמן ייקח לי להגיע מהבית לנתניה	כמה->כמה | זמן->זמן | יקח->ייקח | לי->לי | להגיע->להגיע | מהבית->מהבית | לנתניה->לנתניה	0.1429
common_voice_he_39918058	שפעם אמרו שאבן שזרק טיפש לבור	שפעם אמרו שאבן שזרק טיפש לבור.	שפעם אמרו שאבן שזרק טיפש לבור	שפעם אמרו שאבן שזרק טיפש לבור	שפעם->שפעם | אמרו->אמרו | שאבן->שאבן | שזרק->שזרק | טיפש->טיפש | לבור->לבור	0.0000
common_voice_he_39918059	"""""""המבצע שצה""""ל מנהל בעזה הוא מוצדק"""""""	המבצע שצהל מנהל בעזה הוא מוצדק.	המבצע שצה ל מנהל בעזה הוא מוצדק	המבצע שצהל מנהל בעזה הוא מוצדק	המבצע->המבצע | שצה-><eps> | ל->שצהל | מנהל->מנהל | בעזה->בעזה | הוא->הוא | מוצדק->מוצדק	0.2857
common_voice_he_39918065	מכל אלה נשארו רק שתי חנויות פתוחות	מכל אלה נשארו רק שתי חנויות פתוחות.	מכל אלה נשארו רק שתי חנויות פתוחות	מכל אלה נשארו רק שתי חנויות פתוחות	מכל->מכל | אלה->אלה | נשארו->נשארו | רק->רק | שתי->שתי | חנויות->חנויות | פתוחות->פתוחות	0.0000
common_voice_he_39918066	חשוב לבחור משפטים עם מגוון לקסקלי	חשוב לבחור משפטים עם מגוון לקסיקלי.	חשוב לבחור משפטים עם מגוון לקסקלי	חשוב לבחור משפטים עם מגוון לקסיקלי	חשוב->חשוב | לבחור->לבחור | משפטים->משפטים | עם->עם | מגוון->מגוון | לקסקלי->לקסיקלי	0.1667
common_voice_he_39918067	שיחליטו אם הוא בצד הזה או בצד ההוא	שיחליטו אם הוא בצד הזה או בצד ההוא.	שיחליטו אם הוא בצד הזה או בצד ההוא	שיחליטו אם הוא בצד הזה או בצד ההוא	שיחליטו->שיחליטו | אם->אם | הוא->הוא | בצד->בצד | הזה->הזה | או->או | בצד->בצד | ההוא->ההוא	0.0000
common_voice_he_39918068	הָאֶחָד הָיָה שָׂעִיר וּמְכֹעָר כְּאִמּוֹ, וְאִלּוּ הַשֵּׁנִי — לְמַרְבִּית הַפֶּלֶא — הָיָה גוּר שָׁחוֹר	האחד היה שעיר ומכוער כאמו, ואילו השני, למרבית הפלא, היה גור שחור.	1 היה שעיר ומכער כאמו ואילו השני למרבית הפלא היה גור שחור	1 היה שעיר ומכוער כאמו ואילו השני למרבית הפלא היה גור שחור	1->1 | היה->היה | שעיר->שעיר | ומכער->ומכוער | כאמו->כאמו | ואילו->ואילו | השני->השני | למרבית->למרבית | הפלא->הפלא | היה->היה | גור->גור | שחור->שחור	0.0833
common_voice_he_39918069	אני שונא את טיק טוק	אני שונא את טיק-טוק.	אני שונא את טיק טוק	אני שונא את טיק טוק	אני->אני | שונא->שונא | את->את | טיק->טיק | טוק->טוק	0.0000
common_voice_he_39937156	אי-אפשר לשחרר אסירים מהצד הזה	אי אפשר לשחרר אסירים מהצד הזה.	אי אפשר לשחרר אסירים מהצד הזה	אי אפשר לשחרר אסירים מהצד הזה	אי->אי | אפשר->אפשר | לשחרר->לשחרר | אסירים->אסירים | מהצד->מהצד | הזה->הזה	0.0000
common_voice_he_39937157	וַיִּתְּנוּ־לוֹ֙ שִׁבְעִ֣ים כֶּ֔סֶף מִבֵּ֖ית בַּ֣עַל בְּרִ֑ית וַיִּשְׂכֹּ֨ר בָּהֶ֜ם אֲבִימֶ֗לֶךְ אֲנָשִׁ֤ים רֵיקִים֙ וּפֹ֣חֲזִ֔ים וַיֵּלְכ֖וּ אַחֲרָֽיו׃	ויתנו לו שבעים כסף מבית בעל ברית, ויסקור בהם אבימלך אנשים ריקים ופוחזים, וילכו אחריו.	ויתנולו 70 כסף מבית בעל ברית וישכר בהם אבימלך אנשים ריקים ופחזים וילכו אחריו	ויתנו לו 70 כסף מבית בעל ברית ויסקור בהם אבימלך אנשים ריקים ופוחזים וילכו אחריו	<eps>->ויתנו | ויתנולו->לו | 70->70 | כסף->כסף | מבית->מבית | בעל->בעל | ברית->ברית | וישכר->ויסקור | בהם->בהם | אבימלך->אבימלך | אנשים->אנשים | ריקים->ריקים | ופחזים->ופוחזים | וילכו->וילכו | אחריו->אחריו	0.2857
common_voice_he_39937158	המכות הקשות ביותר דווקא מידי אדם	המכות הקשות ביותר דווקא מידי אדם.	המכות הקשות ביותר דווקא מידי אדם	המכות הקשות ביותר דווקא מידי אדם	המכות->המכות | הקשות->הקשות | ביותר->ביותר | דווקא->דווקא | מידי->מידי | אדם->אדם	0.0000
common_voice_he_39937159	לנושא חינוך, מניעה, שיקום, גמילה, טיפול	לנושא חינוך, מניעה, שיקום, גמילה, טיפול.	לנושא חינוך מניעה שיקום גמילה טיפול	לנושא חינוך מניעה שיקום גמילה טיפול	לנושא->לנושא | חינוך->חינוך | מניעה->מניעה | שיקום->שיקום | גמילה->גמילה | טיפול->טיפול	0.0000
common_voice_he_39937160	שבכמה וכמה מקומות בארץ הוקמו כמה ערים	שבכמה וכמה מקומות בארץ הוקמו כמה ערים.	שבכמה וכמה מקומות בארץ הוקמו כמה ערים	שבכמה וכמה מקומות בארץ הוקמו כמה ערים	שבכמה->שבכמה | וכמה->וכמה | מקומות->מקומות | בארץ->בארץ | הוקמו->הוקמו | כמה->כמה | ערים->ערים	0.0000
common_voice_he_39937161	הפעלת הסמכויות המינהליות באכיפת התקן הביאה לשינוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו	הפעלת הסמכויות המנהליות באכיפת התקן הביאה לשינוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו.	הפעלת הסמכויות המינהליות באכיפת התקן הביאה לשינוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו	הפעלת הסמכויות המנהליות באכיפת התקן הביאה לשינוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו	הפעלת->הפעלת | הסמכויות->הסמכויות | המינהליות->המנהליות | באכיפת->באכיפת | התקן->התקן | הביאה->הביאה | לשינוי->לשינוי | דרסטי->דרסטי | בהתייחסות->בהתייחסות | הרשויות->הרשויות | לתוצאות->לתוצאות | הבדיקה->הבדיקה | שנעשתה->שנעשתה | מטעמנו->מטעמנו	0.0714
common_voice_he_39937162	לגבי ההסתייגות העיקרית - אני חושב שאין מקום	לגבי ההסתייגות העיקרית, אני חושב שאין מקום.	לגבי ההסתייגות העיקרית אני חושב שאין מקום	לגבי ההסתייגות העיקרית אני חושב שאין מקום	לגבי->לגבי | ההסתייגות->ההסתייגות | העיקרית->העיקרית | אני->אני | חושב->חושב | שאין->שאין | מקום->מקום	0.0000
common_voice_he_39937163	מכך שמדובר בתוכנית חירום המוגשת בזמן משבר	מכך שמדובר בתוכנית חירום המוגשת בזמן משבר.	מכך שמדובר בתוכנית חירום המוגשת בזמן משבר	מכך שמדובר בתוכנית חירום המוגשת בזמן משבר	מכך->מכך | שמדובר->שמדובר | בתוכנית->בתוכנית | חירום->חירום | המוגשת->המוגשת | בזמן->בזמן | משבר->משבר	0.0000
common_voice_he_39937164	"""""""שבו הוא כותב כי המושג """"יהדות"""" הוא אוניברסלי"""""""	שבו הוא כותב כי המושג יהדות הוא אוניברסלי.	שבו הוא כותב כי המושג יהדות הוא אוניברסלי	שבו הוא כותב כי המושג יהדות הוא אוניברסלי	שבו->שבו | הוא->הוא | כותב->כותב | כי->כי | המושג->המושג | יהדות->יהדות | הוא->הוא | אוניברסלי->אוניברסלי	0.0000
common_voice_he_39937165	הוא מייד הולך לקנות אופניים שהוא לא הצליח לקנות	הוא מיד הולך לקנות אופניים שהוא לא הצליח לקנות.	הוא מיד הולך לקנות אופניים שהוא לא הצליח לקנות	הוא מיד הולך לקנות אופניים שהוא לא הצליח לקנות	הוא->הוא | מיד->מיד | הולך->הולך | לקנות->לקנות | אופניים->אופניים | שהוא->שהוא | לא->לא | הצליח->הצליח | לקנות->לקנות	0.0000
common_voice_he_39937166	הוא לא יודע במי הוא עוסק	הוא לא יודע במי הוא עוסק.	הוא לא יודע במי הוא עוסק	הוא לא יודע במי הוא עוסק	הוא->הוא | לא->לא | יודע->יודע | במי->במי | הוא->הוא | עוסק->עוסק	0.0000
common_voice_he_39937167	שעה-שעה, באמצעי התקשורת הבין-לאומיים	שעה-שעה באמצעי התקשורת הבינלאומיים.	שעה שעה באמצעי התקשורת הבין לאומיים	שעה שעה באמצעי התקשורת הבינלאומיים	שעה->שעה | שעה->שעה | באמצעי->באמצעי | התקשורת->התקשורת | הבין-><eps> | לאומיים->הבינלאומיים	0.3333
common_voice_he_39937168	פעם נוספת מתחת לאפנו מתחוללת בדרום שוב איזה מיני-מלחמה	פעם נוספת מתחת לאפנו מתחוללת בדרום שוב איזה מיני מלחמה.	פעם נוספת מתחת לאפנו מתחוללת בדרום שוב איזה מיני מלחמה	פעם נוספת מתחת לאפנו מתחוללת בדרום שוב איזה מיני מלחמה	פעם->פעם | נוספת->נוספת | מתחת->מתחת | לאפנו->לאפנו | מתחוללת->מתחוללת | בדרום->בדרום | שוב->שוב | איזה->איזה | מיני->מיני | מלחמה->מלחמה	0.0000
common_voice_he_39937169	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות.	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות	וכמה->וכמה | משמח->משמח | היה->היה | לראות->לראות | איך->איך | פתאום->פתאום | נתגלה->נתגלה | רצון->רצון | עז->עז | בין->בין | החברות->החברות	0.0000
