Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_39778676	כי זה גורם נזק למאבקנו הצודק	כי זה גורם נזק למאבקנו הצודק.	כי זה גורם נזק למאבקנו הצודק	כי זה גורם נזק למאבקנו הצודק	כי->כי | זה->זה | גורם->גורם | נזק->נזק | למאבקנו->למאבקנו | הצודק->הצודק	0.0000
common_voice_he_39778677	אנחנו אולי רגילים לנסיגה חד-צדדית	אנחנו אולי רגילים לנסיגה חד-צדדית.	אנחנו אולי רגילים לנסיגה חד צדדית	אנחנו אולי רגילים לנסיגה חד צדדית	אנחנו->אנחנו | אולי->אולי | רגילים->רגילים | לנסיגה->לנסיגה | חד->חד | צדדית->צדדית	0.0000
common_voice_he_39778678	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה.	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה	יש->יש | לה->לה | משמעות->משמעות | לאנשים->לאנשים | שמקבלים->שמקבלים | הבטחת->הבטחת | הכנסה->הכנסה	0.0000
common_voice_he_39778679	אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו	אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו.	אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו	אני רוצה לסיים ממש בבשורה אחת מספר ירמיהו	אני->אני | רוצה->רוצה | לסיים->לסיים | ממש->ממש | בבשורה->בבשורה | אחת->אחת | מספר->מספר | ירמיהו->ירמיהו	0.0000
common_voice_he_39778685	אני חושב שזו בשורה גדולה מאוד למאות	אני חושב שזו בשורה גדולה מאוד למאות	אני חושב שזו בשורה גדולה מאוד למאות	אני חושב שזו בשורה גדולה מאוד למאות	אני->אני | חושב->חושב | שזו->שזו | בשורה->בשורה | גדולה->גדולה | מאוד->מאוד | למאות->למאות	0.0000
common_voice_he_39778687	יש הוראה לכתבי הרדיו לצאת ביחד	יש הוראה לכתבי הרדיו לצאת ביחד.	יש הוראה לכתבי הרדיו לצאת ביחד	יש הוראה לכתבי הרדיו לצאת ביחד	יש->יש | הוראה->הוראה | לכתבי->לכתבי | הרדיו->הרדיו | לצאת->לצאת | ביחד->ביחד	0.0000
common_voice_he_39778688	הוא ידבר שש או שבע דקות	נדבר שש או שבע דקות	הוא ידבר שש או 7 דקות	נדבר שש או 7 דקות	הוא-><eps> | ידבר->נדבר | שש->שש | או->או | 7->7 | דקות->דקות	0.3333
common_voice_he_39778690	מהגדרת מדיניות סדורה מול הציבור הערבי	להגדרת מדיניות סדורה מול הציבור הערבי.	מהגדרת מדיניות סדורה מול הציבור הערבי	להגדרת מדיניות סדורה מול הציבור הערבי	מהגדרת->להגדרת | מדיניות->מדיניות | סדורה->סדורה | מול->מול | הציבור->הציבור | הערבי->הערבי	0.1667
common_voice_he_39778691	כי מתוך הקואליציה גם בא התיקון	כי מתוך הקואליציה גם בא התיקון.	כי מתוך הקואליציה גם בא התיקון	כי מתוך הקואליציה גם בא התיקון	כי->כי | מתוך->מתוך | הקואליציה->הקואליציה | גם->גם | בא->בא | התיקון->התיקון	0.0000
common_voice_he_39778692	המשטרה נערכה לטיפול באלימות במתחמי בילוי בסופי השבוע	המשטרה נערכה לטיפול באלימות ובמתחמי בילוי בסופי השבוע.	המשטרה נערכה לטיפול באלימות במתחמי בילוי בסופי השבוע	המשטרה נערכה לטיפול באלימות ובמתחמי בילוי בסופי השבוע	המשטרה->המשטרה | נערכה->נערכה | לטיפול->לטיפול | באלימות->באלימות | במתחמי->ובמתחמי | בילוי->בילוי | בסופי->בסופי | השבוע->השבוע	0.1250
common_voice_he_39778693	שאיננה מתנהגת גם בעניין הזה בצורה ראויה	שאיננה מתנהגת גם בעניין הזה בצורה ראויה.	שאיננה מתנהגת גם בעניין הזה בצורה ראויה	שאיננה מתנהגת גם בעניין הזה בצורה ראויה	שאיננה->שאיננה | מתנהגת->מתנהגת | גם->גם | בעניין->בעניין | הזה->הזה | בצורה->בצורה | ראויה->ראויה	0.0000
common_voice_he_39778694	מחמישה עשר באוקטובר עד חמישה עשר בנובמבר זה חודש לדיונים לבחינת הנושא	מ-15 באוקטובר עד 15 בנובמבר זה חודש לדיונים לבחינת הנושא.	מ15 באוקטובר עד 15 בנובמבר זה חודש לדיונים לבחינת הנושא	מ 15 באוקטובר עד 15 בנובמבר זה חודש לדיונים לבחינת הנושא	<eps>->מ | מ15->15 | באוקטובר->באוקטובר | עד->עד | 15->15 | בנובמבר->בנובמבר | זה->זה | חודש->חודש | לדיונים->לדיונים | לבחינת->לבחינת | הנושא->הנושא	0.2000
common_voice_he_39778700	אני לא מתפקד בעבודה עקב חוסר בשעות שינה	אני לא מתפקד בעבודה עקב חוסר לשעות שינה.	אני לא מתפקד בעבודה עקב חוסר בשעות שינה	אני לא מתפקד בעבודה עקב חוסר לשעות שינה	אני->אני | לא->לא | מתפקד->מתפקד | בעבודה->בעבודה | עקב->עקב | חוסר->חוסר | בשעות->לשעות | שינה->שינה	0.1250
common_voice_he_39778701	כי הוא החליט שלא להעלות מסים	כי הוא החליט שלא להעלות מיסים.	כי הוא החליט שלא להעלות מיסים	כי הוא החליט שלא להעלות מיסים	כי->כי | הוא->הוא | החליט->החליט | שלא->שלא | להעלות->להעלות | מיסים->מיסים	0.0000
common_voice_he_39778702	מייד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים:	מיד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים.	מיד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים	מיד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים	מיד->מיד | עם->עם | כניסתי->כניסתי | לתפקיד->לתפקיד | פעלתי->פעלתי | בשלושה->בשלושה | מישורים->מישורים | שונים->שונים	0.0000
common_voice_he_39778703	שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי - הדבר הזה נעדר משם	שמאפשרת את השפכת כוח ההוראה באמצעות שכר דיפורנציאלי.  הדבר הזה נהדר משמעותי.	שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי   הדבר הזה נעדר משם	שמאפשרת את השפכת כוח ההוראה באמצעות שכר דיפורנציאלי  הדבר הזה נהדר משמעותי	שמאפשרת->שמאפשרת | את->את | השבחת->השפכת | כוח->כוח | ההוראה->ההוראה | באמצעות->באמצעות | שכר->שכר | דיפרנציאלי->דיפורנציאלי | הדבר->הדבר | הזה->הזה | נעדר->נהדר | משם->משמעותי	0.3333
common_voice_he_39778704	היא בונה גטו כזה נוראי לפלסטינים	היא בונה גטו כזה נוראי לפלסטינים.	היא בונה גטו כזה נוראי לפלסטינים	היא בונה גטו כזה נוראי לפלסטינים	היא->היא | בונה->בונה | גטו->גטו | כזה->כזה | נוראי->נוראי | לפלסטינים->לפלסטינים	0.0000
common_voice_he_39778705	אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים	אנשים שפרנסתם וחייהם מעץ הזית ומומסיק זיתי.	אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים	אנשים שפרנסתם וחייהם מעץ הזית ומומסיק זיתי	אנשים->אנשים | שפרנסתם->שפרנסתם | וחייהם->וחייהם | מעץ->מעץ | הזית->הזית | וממסיק->ומומסיק | זיתים->זיתי	0.2857
common_voice_he_39778706	זה לא סתם לדעת עם מי דיברת	זה לא סתם לדעת אם היא דיברה אותה.	זה לא סתם לדעת עם מי דיברת	זה לא סתם לדעת אם היא דיברה אותה	זה->זה | לא->לא | סתם->סתם | לדעת->לדעת | <eps>->אם | עם->היא | מי->דיברה | דיברת->אותה	0.5714
common_voice_he_39778707	וגם שתנאי העבודה עצמם הם תנאים אנושיים	וגם שתנאי העבודה עצמם הטמעים אנושיים.	וגם שתנאי העבודה עצמם הם תנאים אנושיים	וגם שתנאי העבודה עצמם הטמעים אנושיים	וגם->וגם | שתנאי->שתנאי | העבודה->העבודה | עצמם->עצמם | הם-><eps> | תנאים->הטמעים | אנושיים->אנושיים	0.2857
common_voice_he_39778708	אני מקבל בכל לבי - יש כאן פגיעה לא מבוטלת	אני מקבל בכל ליבי, יש כאן פגיעה לא מבוטלת.	אני מקבל בכל לבי   יש כאן פגיעה לא מבוטלת	אני מקבל בכל לבי יש כאן פגיעה לא מבוטלת	אני->אני | מקבל->מקבל | בכל->בכל | לבי->לבי | יש->יש | כאן->כאן | פגיעה->פגיעה | לא->לא | מבוטלת->מבוטלת	0.0000
common_voice_he_39778709	כי, לצערי, העורף כבר נהפך לחזית	כי לצערי העורף כבר נהפך לחזית.	כי לצערי העורף כבר נהפך לחזית	כי לצערי העורף כבר נהפך לחזית	כי->כי | לצערי->לצערי | העורף->העורף | כבר->כבר | נהפך->נהפך | לחזית->לחזית	0.0000
common_voice_he_39785388	ואני לא קורא רק לציבור החלש	ואני לא קורא רק לציבור החלש.	ואני לא קורא רק לציבור החלש	ואני לא קורא רק לציבור החלש	ואני->ואני | לא->לא | קורא->קורא | רק->רק | לציבור->לציבור | החלש->החלש	0.0000
common_voice_he_39785389	ואני מקווה ומאמין שכך זה יימשך	ואני מקווה ומאמין שכך זה יימשך.	ואני מקווה ומאמין שכך זה יימשך	ואני מקווה ומאמין שכך זה יימשך	ואני->ואני | מקווה->מקווה | ומאמין->ומאמין | שכך->שכך | זה->זה | יימשך->יימשך	0.0000
common_voice_he_39785397	בצפון-אפריקה, שמשתנים ממש לנגד עינינו	מצפון אפריקה שמשתנים ממש לנגד עינינו.	בצפון אפריקה שמשתנים ממש לנגד עינינו	מצפון אפריקה שמשתנים ממש לנגד עינינו	בצפון->מצפון | אפריקה->אפריקה | שמשתנים->שמשתנים | ממש->ממש | לנגד->לנגד | עינינו->עינינו	0.1667
common_voice_he_39785398	היום אני רוצה להתייחס לנושא האנרגיה הסולרית	היום אני רוצה להתייחס לנושא האנרגיה הסולארית.	היום אני רוצה להתייחס לנושא האנרגיה הסולרית	היום אני רוצה להתייחס לנושא האנרגיה הסולארית	היום->היום | אני->אני | רוצה->רוצה | להתייחס->להתייחס | לנושא->לנושא | האנרגיה->האנרגיה | הסולרית->הסולארית	0.1429
common_voice_he_39785399	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת.	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם->גם | אם->אם | יחפש->יחפש | פרוצדורה->פרוצדורה | משטרתית->משטרתית | או->או | משפטית->משפטית | כזו->כזו | או->או | אחרת->אחרת	0.0000
common_voice_he_39785400	ועובדה שהחברה החזירה שלוש מאות מנות שהגיעו למקור	ועובדה שהחברה החזירה 300 תמונות שהגיעו למקום.	ועובדה שהחברה החזירה 300 מנות שהגיעו למקור	ועובדה שהחברה החזירה 300 תמונות שהגיעו למקום	ועובדה->ועובדה | שהחברה->שהחברה | החזירה->החזירה | 300->300 | מנות->תמונות | שהגיעו->שהגיעו | למקור->למקום	0.2857
common_voice_he_39785409	אולי אפשר לחכות שייכנס, אדוני המזכיר	אולי אפשר לחכות שייכנס אדוני המזכיר	אולי אפשר לחכות שייכנס אדוני המזכיר	אולי אפשר לחכות שייכנס אדוני המזכיר	אולי->אולי | אפשר->אפשר | לחכות->לחכות | שייכנס->שייכנס | אדוני->אדוני | המזכיר->המזכיר	0.0000
common_voice_he_39785410	אני מסתכל ואני מסרב להאמין: פרופסור שלמה אבינרי	אני מסתכל ואני מסרב להאמין.  פרופסור שלמה אבינרי	אני מסתכל ואני מסרב להאמין פרופסור שלמה אבינרי	אני מסתכל ואני מסרב להאמין  פרופסור שלמה אבינרי	אני->אני | מסתכל->מסתכל | ואני->ואני | מסרב->מסרב | להאמין->להאמין | פרופסור->פרופסור | שלמה->שלמה | אבינרי->אבינרי	0.0000
common_voice_he_39785411	"""בוחרים מלכתחילה שופט עליון שהשקפותיו ""הולמות"" זרם פוליטי מסוים"""	בוחרים מלכתחילה שופט עליון שהשקפותיו הולמות זרם פוליטי מסוים.	בוחרים מלכתחילה שופט עליון שהשקפותיו הולמות זרם פוליטי מסוים	בוחרים מלכתחילה שופט עליון שהשקפותיו הולמות זרם פוליטי מסוים	בוחרים->בוחרים | מלכתחילה->מלכתחילה | שופט->שופט | עליון->עליון | שהשקפותיו->שהשקפותיו | הולמות->הולמות | זרם->זרם | פוליטי->פוליטי | מסוים->מסוים	0.0000
common_voice_he_39785412	כאילו לא ניהלתם ויכוח עם המשטרה	כאילו לא ניהלתם ויכוח עם המשטרה.	כאילו לא ניהלתם ויכוח עם המשטרה	כאילו לא ניהלתם ויכוח עם המשטרה	כאילו->כאילו | לא->לא | ניהלתם->ניהלתם | ויכוח->ויכוח | עם->עם | המשטרה->המשטרה	0.0000
common_voice_he_39785413	גברים חושבים הרבה יותר על האימפריה הרומית מנשים. זה לא הוכחה לאינטליגנציה גבוהה מצדם	גברים חושבים הרבה יותר על העניין הרומית ונושאים.  זה לא הוכחה לאינטליגנציה כמו ארציתם.	גברים חושבים הרבה יותר על האימפריה הרומית מנשים זה לא הוכחה לאינטליגנציה גבוהה מצידם	גברים חושבים הרבה יותר על העניין הרומית ונושאים  זה לא הוכחה לאינטליגנציה כמו ארציתם	גברים->גברים | חושבים->חושבים | הרבה->הרבה | יותר->יותר | על->על | האימפריה->העניין | הרומית->הרומית | מנשים->ונושאים | זה->זה | לא->לא | הוכחה->הוכחה | לאינטליגנציה->לאינטליגנציה | גבוהה->כמו | מצידם->ארציתם	0.2857
common_voice_he_39785416	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה.	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה	אנחנו->אנחנו | מבקשים->מבקשים | להחליט->להחליט | מהי->מהי | הכלכלה->הכלכלה | הציונית->הציונית | הראויה->הראויה	0.0000
common_voice_he_39785417	מרפאה זו נותנת מענה טיפולי לאוכלוסיית שדרות וליישובי הסביבה	הופעה זו נותנת מענה פיקולי לאוכלוסיית שדרות ונסיבי הסביבה.	מרפאה זו נותנת מענה טיפולי לאוכלוסיית שדרות וליישובי הסביבה	הופעה זו נותנת מענה פיקולי לאוכלוסיית שדרות ונסיבי הסביבה	מרפאה->הופעה | זו->זו | נותנת->נותנת | מענה->מענה | טיפולי->פיקולי | לאוכלוסיית->לאוכלוסיית | שדרות->שדרות | וליישובי->ונסיבי | הסביבה->הסביבה	0.3333
common_voice_he_39785418	אגיד הסתייגות אחת בפתח תשובתי: תשובתי אינה כוללת את הנושא שהעלית אתה	אגיד הסתייגות אחת בפתח תשובתי. תשובתי אינה כוללת את הנושא שהעלית עתה.	אגיד הסתייגות אחת בפתח תשובתי תשובתי אינה כוללת את הנושא שהעלית אתה	אגיד הסתייגות אחת בפתח תשובתי תשובתי אינה כוללת את הנושא שהעלית עתה	אגיד->אגיד | הסתייגות->הסתייגות | אחת->אחת | בפתח->בפתח | תשובתי->תשובתי | תשובתי->תשובתי | אינה->אינה | כוללת->כוללת | את->את | הנושא->הנושא | שהעלית->שהעלית | אתה->עתה	0.0833
common_voice_he_39785419	אני לא בטוח שזה לא ידלוף	אני לא בטוח שזה לא יגלוק	אני לא בטוח שזה לא ידלוף	אני לא בטוח שזה לא יגלוק	אני->אני | לא->לא | בטוח->בטוח | שזה->שזה | לא->לא | ידלוף->יגלוק	0.1667
common_voice_he_39785420	הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת	הבעיה היא סדר עדיפויות ותקציב שמגיע לעתה הזאת.	הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת	הבעיה היא סדר עדיפויות ותקציב שמגיע לעתה הזאת	הבעיה->הבעיה | היא->היא | סדר->סדר | עדיפויות->עדיפויות | ותקציב->ותקציב | שמגיע->שמגיע | לעדה->לעתה | הזאת->הזאת	0.1250
common_voice_he_39785423	הרי שבעשור האחרון התוכנית הדורסנית הזאת קרמה עור וגידים	הרי שבעשור האחרון התוכנית הדורסנית הזאת קרמה אור גדידים.	הרי 7שור האחרון התוכנית הדורסנית הזאת קרמה עור וגידים	הרי 7שור האחרון התוכנית הדורסנית הזאת קרמה אור גדידים	הרי->הרי | 7שור->7שור | האחרון->האחרון | התוכנית->התוכנית | הדורסנית->הדורסנית | הזאת->הזאת | קרמה->קרמה | עור->אור | וגידים->גדידים	0.2222
common_voice_he_39785424	צפורה ביקשה עזרה במימון משקפי קריאה	ציפורה ביקשה עזרה במימון משקפי גליעה.	ציפורה ביקשה עזרה במימון משקפי קריאה	ציפורה ביקשה עזרה במימון משקפי גליעה	ציפורה->ציפורה | ביקשה->ביקשה | עזרה->עזרה | במימון->במימון | משקפי->משקפי | קריאה->גליעה	0.1667
common_voice_he_39785425	קבר-יוסף נמצא בסמוך למחנה הפליטים בלאטה	קבר יוסף נמצא בסמוך למחנה הפליטים בלטה.	קבר יוסף נמצא בסמוך למחנה הפליטים בלאטה	קבר יוסף נמצא בסמוך למחנה הפליטים בלטה	קבר->קבר | יוסף->יוסף | נמצא->נמצא | בסמוך->בסמוך | למחנה->למחנה | הפליטים->הפליטים | בלאטה->בלטה	0.1429
common_voice_he_39785442	זֶה מִקְרֶה שֶׁעָלוּל לִקְרוֹת לְכָל אָדָם בְּכָל עֵת	זה מקרה שעלול לקרות לכל אדם בכל עת.	זה מקרה שעלול לקרות לכל אדם בכל עת	זה מקרה שעלול לקרות לכל אדם בכל עת	זה->זה | מקרה->מקרה | שעלול->שעלול | לקרות->לקרות | לכל->לכל | אדם->אדם | בכל->בכל | עת->עת	0.0000
common_voice_he_39785444	היא לא יכולה להיכנס לבתי-הספר	היא לא יכולה להיכנס לבתי הספר.	היא לא יכולה להיכנס לבתי הספר	היא לא יכולה להיכנס לבתי הספר	היא->היא | לא->לא | יכולה->יכולה | להיכנס->להיכנס | לבתי->לבתי | הספר->הספר	0.0000
common_voice_he_39785446	נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך	נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך.	נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך	נעשו ניסיונות לאתר אירועים דומים למקרים המוזכרים במכתבך	נעשו->נעשו | ניסיונות->ניסיונות | לאתר->לאתר | אירועים->אירועים | דומים->דומים | למקרים->למקרים | המוזכרים->המוזכרים | במכתבך->במכתבך	0.0000
common_voice_he_39785447	מקום המבנה נבחר על-ידי עיריית ירושלים	מקום המבנה נבחר על ידי עיריית ירושלים.	מקום המבנה נבחר על ידי עיריית ירושלים	מקום המבנה נבחר על ידי עיריית ירושלים	מקום->מקום | המבנה->המבנה | נבחר->נבחר | על->על | ידי->ידי | עיריית->עיריית | ירושלים->ירושלים	0.0000
common_voice_he_39785449	כשזה בכרטיס וזה מגוהץ אנחנו לא מרגישות	כשזה בכרטיס וזה מגוהץ, אנחנו לא מרגישות.	כשזה בכרטיס וזה מגוהץ אנחנו לא מרגישות	כשזה בכרטיס וזה מגוהץ אנחנו לא מרגישות	כשזה->כשזה | בכרטיס->בכרטיס | וזה->וזה | מגוהץ->מגוהץ | אנחנו->אנחנו | לא->לא | מרגישות->מרגישות	0.0000
common_voice_he_39785511	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ.	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ	והם->והם | מוצאים->מוצאים | עצמם->עצמם | עוד->עוד | הפעם->הפעם | מפגינים->מפגינים | כאן->כאן | בחוץ->בחוץ	0.0000
common_voice_he_39785512	כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן	כי רנטות מחושבות כהכנסה לשם גביית אחוזים ועבור תשלום שכר דירה בדיור נוגע.	כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן	כי רנטות מחושבות כהכנסה לשם גביית אחוזים ועבור תשלום שכר דירה בדיור נוגע	כי->כי | רנטות->רנטות | מחושבות->מחושבות | כהכנסה->כהכנסה | לשם->לשם | גביית->גביית | אחוזים->אחוזים | בעבור->ועבור | תשלום->תשלום | שכר->שכר | דירה->דירה | בדיור->בדיור | מוגן->נוגע	0.1538
common_voice_he_39785513	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה	כאשר בכפרים הערביים לא מאשרים תוכניות במיוחד.	כאשר בכפרים הערביים לא מאשרים תוכניות בנייה	כאשר בכפרים הערביים לא מאשרים תוכניות במיוחד	כאשר->כאשר | בכפרים->בכפרים | הערביים->הערביים | לא->לא | מאשרים->מאשרים | תוכניות->תוכניות | בנייה->במיוחד	0.1429
common_voice_he_39785514	להשקיע בכביש חוצה-שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע->להשקיע | בכביש->בכביש | חוצה->חוצה | שומרון->שומרון | זה->זה | בסדר->בסדר	0.0000
common_voice_he_39785515	תסע באוטובוס עד רחוב טשנרחובסקי ושם תחליף לקורקינט	תיסע באוטובוס עד רחוב צ'רניחובסקי ושם תחליף לקורטינט.	תיסע באוטובוס עד רחוב טשנרחובסקי ושם תחליף לקורקינט	תיסע באוטובוס עד רחוב צרניחובסקי ושם תחליף לקורטינט	תיסע->תיסע | באוטובוס->באוטובוס | עד->עד | רחוב->רחוב | טשנרחובסקי->צרניחובסקי | ושם->ושם | תחליף->תחליף | לקורקינט->לקורטינט	0.2500
common_voice_he_39831293	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה יודע למה אני כל יום גאה לחזור הביתה.	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה יודע למה אני כל יום גאה לחזור הביתה	אתה->אתה | יודע->יודע | למה->למה | אני->אני | כל->כל | יום->יום | גאה->גאה | לחזור->לחזור | הביתה->הביתה	0.0000
common_voice_he_39831294	וכוחות הביטחון מרשים למשפחות לצאת מהערים	וכוחות הביטחון מרשים למשפחות לצאת מהארץ.	וכוחות הביטחון מרשים למשפחות לצאת מהערים	וכוחות הביטחון מרשים למשפחות לצאת מהארץ	וכוחות->וכוחות | הביטחון->הביטחון | מרשים->מרשים | למשפחות->למשפחות | לצאת->לצאת | מהערים->מהארץ	0.1667
common_voice_he_39831297	איך תחיה משפחה בת עשרה ילדים	איך תחיה משפחה בת עשרה ילדים?	איך תחיה משפחה בת עשרה ילדים	איך תחיה משפחה בת עשרה ילדים	איך->איך | תחיה->תחיה | משפחה->משפחה | בת->בת | עשרה->עשרה | ילדים->ילדים	0.0000
common_voice_he_39831299	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה.	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה לא נושא שכדאי או אפשר לפתור באמצעות המליאה	זה->זה | לא->לא | נושא->נושא | שכדאי->שכדאי | או->או | אפשר->אפשר | לפתור->לפתור | באמצעות->באמצעות | המליאה->המליאה	0.0000
common_voice_he_39831308	מה קורה כאשר נותנים מעבר למה שמגיע	מה קורה כאשר נותנים מעבר למה שמציע?	מה קורה כאשר נותנים מעבר למה שמגיע	מה קורה כאשר נותנים מעבר למה שמציע	מה->מה | קורה->קורה | כאשר->כאשר | נותנים->נותנים | מעבר->מעבר | למה->למה | שמגיע->שמציע	0.1429
common_voice_he_39831309	היא גם מטומטמת והיא גם בלתי מוסרית	היא גם מטומטמת והיא גם בלתי מוסרית.	היא גם מטומטמת והיא גם בלתי מוסרית	היא גם מטומטמת והיא גם בלתי מוסרית	היא->היא | גם->גם | מטומטמת->מטומטמת | והיא->והיא | גם->גם | בלתי->בלתי | מוסרית->מוסרית	0.0000
common_voice_he_39831310	אבל היא מופנית גם לבני אדם מחוץ לכלא	אבל היא מופנית גם לבני אדם כניסת אצלנו.	אבל היא מופנית גם לבני אדם מחוץ לכלא	אבל היא מופנית גם לבני אדם כניסת אצלנו	אבל->אבל | היא->היא | מופנית->מופנית | גם->גם | לבני->לבני | אדם->אדם | מחוץ->כניסת | לכלא->אצלנו	0.2500
common_voice_he_39831311	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי.	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקיצוץ->הקיצוץ | בקצבת->בקצבת | הילד->הילד | הראשון->הראשון | והשני->והשני | לא->לא | רלוונטי->רלוונטי	0.0000
common_voice_he_39831312	שאולי מישהו כתב או חתם באיזה ספר	שאולי מישהו כתב או חתם באיזה ספר.	שאולי מישהו כתב או חתם באיזה ספר	שאולי מישהו כתב או חתם באיזה ספר	שאולי->שאולי | מישהו->מישהו | כתב->כתב | או->או | חתם->חתם | באיזה->באיזה | ספר->ספר	0.0000
common_voice_he_39831318	גם יחיא מוסטפה אג'באריה ומוחמד תאופיק ג'בארין	גם יחיה מוסטפא אגבאריה ומוחמד תאופיק ג'באריה.	גם יחיא מוסטפה אגבאריה ומוחמד תאופיק גבארין	גם יחיה מוסטפא אגבאריה ומוחמד תאופיק גבאריה	גם->גם | יחיא->יחיה | מוסטפה->מוסטפא | אגבאריה->אגבאריה | ומוחמד->ומוחמד | תאופיק->תאופיק | גבארין->גבאריה	0.4286
common_voice_he_39831319	לא קרתה באירופה ולא קרתה בשום מקום	לא קרתה באירופה ולא קרתה בשום מקום.	לא קרתה באירופה ולא קרתה בשום מקום	לא קרתה באירופה ולא קרתה בשום מקום	לא->לא | קרתה->קרתה | באירופה->באירופה | ולא->ולא | קרתה->קרתה | בשום->בשום | מקום->מקום	0.0000
common_voice_he_39831320	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין.	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות זאת נחקר הפרמדיק תחת אזהרה והכחיש מעורבותו בעניין	ובעקבות->ובעקבות | זאת->זאת | נחקר->נחקר | הפרמדיק->הפרמדיק | תחת->תחת | אזהרה->אזהרה | והכחיש->והכחיש | מעורבותו->מעורבותו | בעניין->בעניין	0.0000
common_voice_he_39831321	ואלה הושקעו בשיפוץ התשתיות באתר הציון	ואלה הושקעו בשיפוץ התשתיות באתר הציור.	ואלה הושקעו בשיפוץ התשתיות באתר הציון	ואלה הושקעו בשיפוץ התשתיות באתר הציור	ואלה->ואלה | הושקעו->הושקעו | בשיפוץ->בשיפוץ | התשתיות->התשתיות | באתר->באתר | הציון->הציור	0.1667
common_voice_he_39831322	מי ייתן לך אישה, פרחח שכמותך?!	מי ייתן לך אישה, פרחח שכוחה?	מי ייתן לך אישה פרחח שכמותך	מי ייתן לך אישה פרחח שכוחה	מי->מי | ייתן->ייתן | לך->לך | אישה->אישה | פרחח->פרחח | שכמותך->שכוחה	0.1667
common_voice_he_39831338	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל.	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו->שאנחנו | יכולים->יכולים | להכניס->להכניס | כל->כל | מיני->מיני | דברים->דברים | שמעבר->שמעבר | לסל->לסל	0.0000
